ESCOURI,ID,UUIDHISTORY,CODE,PREFERREDLABEL,DESCRIPTION
http://data.europa.eu/esco/isced-f/099,key_17711,3a74abc0-8eb6-4de6-a022-603daac51047,,zdravotnictví a sociální péče jinde neklasifikované,
http://data.europa.eu/esco/isced-f/0999,key_17712,5c77aabb-00a5-41bb-b5aa-78f616463008,,zdravotnictví a sociální péče jinde neklasifikované,
http://data.europa.eu/esco/isced-f/10,key_17713,2a26a4ff-df82-4867-99e5-8d30ac4e1890,,služby,
http://data.europa.eu/esco/isced-f/100,key_17714,70ecf364-e366-43b1-9b12-0b3751ae44a8,,služby dále nedefinované,
http://data.europa.eu/esco/isced-f/1000,key_17715,addad047-88a8-4cfb-99ad-f555dde2e7e1,,služby dále nedefinované,
http://data.europa.eu/esco/isced-f/101,key_17716,763e91cd-3b99-409b-ae1b-1793076281b5,,osobní služby,
http://data.europa.eu/esco/isced-f/1010,key_17717,70b1d052-bf5a-4a94-a494-e41919a599a2,,osobní služby dále nedefinované,
http://data.europa.eu/esco/isced-f/1011,key_17718,cb0dbc86-f83b-4729-8c97-c27f3d765ad3,,služby pro domácnost,
http://data.europa.eu/esco/isced-f/1012,key_17719,a9e3a76a-e6bc-4860-b5a3-3f6294ccfd30,,kadeřnické a kosmetické služby,
http://data.europa.eu/esco/isced-f/1013,key_17720,3457f40f-98ff-4f17-84cf-9ed466e92c0c,,"hotelnictví, restaurace, stravování",
http://data.europa.eu/esco/isced-f/1014,key_17721,a657f11e-3378-41ec-9f05-3228bd31fda2,,sporty,
http://data.europa.eu/esco/isced-f/1015,key_17722,65bdb4d5-ab9b-40c6-afa9-c6be811e5e46,,"cestování, turismus a volný čas",
http://data.europa.eu/esco/isced-f/1019,key_17723,d0a1b4f0-e5d2-4232-befa-7d645988c6d2,,osobní služby jinde neklasifikované,
http://data.europa.eu/esco/isced-f/102,key_17724,7226e918-11aa-4650-8695-1383f39aa3aa,,ochrana zdraví při práci a hygiena práce,
http://data.europa.eu/esco/isced-f/1020,key_17725,0e191665-819c-4509-bd56-afebc777ee2e,,ochrana zdraví při práci a hygiena práce dále nedefinované,
http://data.europa.eu/esco/isced-f/1021,key_17726,469a9d66-7e64-4a86-ab98-47c9b8fae1bc,,veřejné hygienické služby,
http://data.europa.eu/esco/isced-f/1022,key_17727,81429c4b-c96a-4977-b99a-4d126a8dac66,,bezpečnost a ochrana zdraví při práci,
http://data.europa.eu/esco/isced-f/1029,key_17728,1be522f1-ad13-4561-b406-4bc734a34547,,ochrana zdraví při práci a hygiena práce jinde neklasifikované,
http://data.europa.eu/esco/isced-f/103,key_17729,8ca95bf0-0e0a-4abe-a21f-16a1e88fbd18,,bezpečnostní služby,
http://data.europa.eu/esco/isced-f/1030,key_17730,7c2d9970-bd59-4ee1-801a-de8caba4e48d,,bezpečnostní služby dále nedefinované,
http://data.europa.eu/esco/isced-f/1031,key_17731,1012f25d-cb4a-4441-a73a-217cf30d1835,,vojsko a obrana,
http://data.europa.eu/esco/isced-f/1032,key_17732,8feffc3a-7eb9-4d6b-afc9-398501f3da11,,ochrana osob a majetku,
http://data.europa.eu/esco/isced-f/1039,key_17733,a7abde1c-c22e-427b-86d7-7c389119b4c2,,bezpečnostní služby jinde neklasifikované,
http://data.europa.eu/esco/isced-f/104,key_17734,f345cf28-a400-4942-8b84-925e11a6a059,,dopravní služby,
http://data.europa.eu/esco/isced-f/1041,key_17735,b25826b0-e465-49a5-be60-5c69abb0eef0,,dopravní služby,
http://data.europa.eu/esco/isced-f/108,key_17736,991dfb2b-1be7-4484-849b-de33a2506d10,,interdisciplinární programy a kvalifikace zahrnující služby,
http://data.europa.eu/esco/isced-f/1088,key_17737,af08c457-c7da-41e4-bfbb-9bc606cff1d2,,interdisciplinární programy a kvalifikace zahrnující služby,
http://data.europa.eu/esco/isced-f/109,key_17738,807f30e1-59d3-47e3-998b-939daa85b9a0,,služby jinde neklasifikované,
http://data.europa.eu/esco/isced-f/1099,key_17739,6676e5a9-8d1c-411f-910a-b90e8b5ee2c0,,služby jinde neklasifikované,
http://data.europa.eu/esco/isced-f/99,key_17740,4936d0ab-9442-4e1e-880e-6f145c2f7542,,obor neznámý,
http://data.europa.eu/esco/isced-f/999,key_17741,67327f6c-c091-44d9-8e82-beead42244de,,obor neznámý,
http://data.europa.eu/esco/isced-f/9999,key_17742,0dd11721-3bfb-45f3-8ee2-73445a4eadc2,,obor neznámý,
http://data.europa.eu/esco/skill/00d5d1d2-c521-4c58-9df5-2939c0ce9adb,key_17743,5784eb96-e891-4f27-ab82-40698c26b4f1,S3.4.2,doprovázet a uvádět osoby,
http://data.europa.eu/esco/skill/0101f8a4-4243-4e67-813b-3e2a6274f7e2,key_17744,d5d5fdde-2f2b-43ec-a3a6-69fac4876982,S2.9,monitorovat vývoj v oblasti odborných znalostí,
http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65,key_17745,2fa739dd-c48a-4d38-b301-8bfd8b9f9bff,T3,dovednosti a kompetence v oblasti sebeřízení,"Dovednosti a kompetence, které vyžadují, aby jednotlivci chápali a ovládali své vlastní schopnosti a omezení a aby toto sebeuvědomění využívali k řízení činností v různých souvislostech. Patří mezi ně schopnost jednat reflektivně a odpovědně, přijímat zpětnou vazbu, přizpůsobovat se změně a vyhledávat příležitosti k osobnímu i profesnímu rozvoji.
  "
http://data.europa.eu/esco/skill/02208098-ee91-4df0-8581-5c1a04d8fe0a,key_17746,4754af4d-0a6d-4f81-9eb7-28a2bc0570f0,S8.7,"provádět instalaci, údržbu a opravy mechanických zařízení",
http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,key_17747,2b075e00-9d4d-4337-a313-2bfc440124ba,T4.3,spolupráce v týmech a v rámci sítí,"Podporovat nebo rozvíjet skupinu, aby spolupracovala na dosažení společného cíle způsobem, který prokazuje pochopení a respektování rolí a kompetencí ostatních.
  "
http://data.europa.eu/esco/skill/03961960-e729-4768-ab0a-49886132f17a,key_17748,d0dbbd1d-2b45-4126-afdb-9f22927bb7a9,S1.15.1,používat cizí jazyky,
http://data.europa.eu/esco/skill/03e0b95b-67d1-457a-b3f7-06c407cf6bec,key_17749,8b1501b3-4b5b-476a-aea3-140a9648360e,S6,manipulovat a přemísťovat,
http://data.europa.eu/esco/skill/03efa398-a1cc-4589-9c10-84bf10f8d42d,key_17750,117e8d80-7bd8-4efb-bde9-7fb8d0d166d0,S8.7.0,"provádět instalaci, údržbu a opravy mechanických zařízení",
http://data.europa.eu/esco/skill/048812ba-45ff-4801-b04f-b20c03432809,key_17751,13a54e69-f110-4637-add4-c8c93fcd5187,S3.3,chránit a prosazovat předpisy,
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,key_17752,5d356023-8ef0-42f8-9f15-b4f859a6a2ad,T,průřezové dovednosti a schopnosti,
http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,key_17753,38c2f9de-04b8-4edb-b9aa-409dd99e51ba,S1.5.5,poskytovat poradenství ohledně otázek životního prostředí,
http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,key_17754,22d55e7a-f06a-4de1-8539-771bc415e0cf,S8.4.6,obsluhovat stroje na zpracování dřeva a výrobu papíru,
http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,key_17755,7f2c2649-0d56-4070-8622-79d6ce3e407c,S2.2.5,udržovat provozní záznamy,
http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,key_17756,4a570e2c-226b-4b04-9cbb-4afb86b1c748,S4.2.0,"organizovat, plánovat a rozvrhovat práci a činnosti",
http://data.europa.eu/esco/skill/07f47dea-587c-40c0-990a-6c092cc3e6a4,key_17757,9386f1e4-5c8c-4649-a199-16f9dcf2254b,S1.7.1,provádět pohovory,
http://data.europa.eu/esco/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,key_17758,0271266c-436a-4e38-abcf-ee8ac9e2a0be,S1.5.9,poskytovat poradenství ohledně otázek bezpečnosti a ochrany zdraví při práci,
http://data.europa.eu/esco/skill/0a295163-3e17-47ad-99ac-2b507ce30adb,key_17759,ea86563a-6357-4d85-8b56-add830cf0e1e,S1.11,navrhovat systémy a produkty,
http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,key_17760,97fea5e0-2110-4e67-956c-f6079b9ad4af,S2,dovednosti týkající se informací,
http://data.europa.eu/esco/skill/0a400212-8693-4b1f-b0ca-d1f82c321916,key_17761,0e9a5ee7-e0cd-4f7a-9804-b9a7a038959b,S3.2.0,poskytovat zdravotní péči nebo léčbu,
http://data.europa.eu/esco/skill/0a4c5823-8b09-4e6b-95b4-8036ef3b9c4c,key_17762,11c08a79-944c-499c-8322-87e0fbf204b0,S1.2.4,hájit potřeby jednotlivců nebo komunity,
http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,key_17763,864183b5-8766-4753-9682-0a0068677b98,S8.6.4,obsluhovat komunikační zařízení,
http://data.europa.eu/esco/skill/0ac31705-79ff-4409-a818-c9d0a6388e84,key_17764,6c074af0-d01e-4596-bd2e-d8e2edda43a8,S3.1.0,poskytovat poradenství,
http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,key_17765,8c39b1d7-81bc-4e0d-9798-177dbbdb9fe2,S2.8.10,sledovat kvalitu zboží,
http://data.europa.eu/esco/skill/0b8d15c9-7b4f-4163-b863-fe5b756d3e7f,key_17766,cdd27b09-de5b-4461-a03a-805179cf6f1e,S8.7.1,opravovat a instalovat mechanická zařízení,
http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,key_17767,70be137c-4bce-424b-80de-66f63e462fa0,S5.2.3,řešit problémy s počítači,
http://data.europa.eu/esco/skill/0c92c33c-2859-4705-87ae-4fdd71d0f8f6,key_17768,44a6a037-b983-4698-8591-c3f6b2c3231b,S1.15.0,používat více než jeden jazyk,
http://data.europa.eu/esco/skill/0d80a782-99ff-4f49-abbe-c72524c6f390,key_17769,b02e5b88-0aad-4163-bed6-f6346b53f23d,S1.1.1,sjednávat a řídit smlouvy a dohody,
http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,key_17770,80c6247e-b77b-4400-a04c-1437c789b171,S2.8.4,monitorovat bezpečnost nebo zabezpečení,
http://data.europa.eu/esco/skill/0edd863d-b02d-4714-a1a2-835d6dd23c55,key_17771,04c07148-5552-4dd2-8cc5-98c234596e00,S7.2.3,instalovat izolační materiály,
http://data.europa.eu/esco/skill/0f804e14-001d-4ec0-b3f7-eb6a23ad43cb,key_17772,cb59615d-8a50-4f3b-8779-2d31acc2b2f7,S1.1.0,vyjednávat,
http://data.europa.eu/esco/skill/0f8f9438-8529-41b8-bb7a-4d91121e3192,key_17773,a8db53cb-17f5-42dc-bc9b-6729bb219405,S6.6.2,vyrábět vzory a předlohy,
http://data.europa.eu/esco/skill/1034004c-0347-4765-8794-b65d2c92b379,key_17774,6a1e60fe-7b56-429e-b46d-6827a87a6bf5,S2.2.0,dokumentovat a zaznamenávat informace,
http://data.europa.eu/esco/skill/103af23e-d56c-47ab-b991-55c94dcdef50,key_17775,cccb2e6f-bc44-470b-88a2-1259da025c03,S1.5.0,poskytovat poradenství a konzultace,
http://data.europa.eu/esco/skill/1072f444-8a7d-41c1-aa6f-d536f20d94bf,key_17776,ec808b88-a127-4960-b56a-fd8d2482ccfc,S1.13.2,psát umělecké nebo kreativní texty,
http://data.europa.eu/esco/skill/119a2f5c-3c3e-4b0d-9813-06a553c8860c,key_17777,3a4d801a-9c09-47e6-a95e-5e3524200ca8,S3.4.4,poskytovat obecnou pomoc lidem,
http://data.europa.eu/esco/skill/12022223-8c30-418a-8f83-658396c9fec2,key_17778,9a60ca1f-06b9-4754-bda7-cf73f84fe9dd,T5,fyzické a manuální dovednosti a kompetence,"Dovednosti a kompetence týkající se schopnosti provádět úkoly a činnosti, které vyžadují manuální zručnost, hbitost a/nebo fyzickou sílu. To se projevuje prováděním úkolů a činností v náročném či nebezpečném prostředí, které vyžaduje výdrž a vytrvalost. Tyto úkoly a činnosti mohou být prováděny ručně, jiným přímým fyzickým zásahem nebo pomocí zařízení, nástrojů či technologií (například zařízení IKT, strojů, řemeslných či hudebních nástrojů), které vyžadují vedení, pohyb nebo sílu.
  "
http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,key_17779,f0e8bcee-34e6-4a4f-9aaf-d01bdb5223d7,T2.3,řešení problémů,"Vypracovávat a provádět řešení praktických, operačních nebo koncepčních problémů, které se vyskytnou v průběhu práce, a to v celé řadě oblastí.
  "
http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,key_17780,35a6452d-a960-4d07-b375-a3fe560c10f4,T3.1,pracovat efektivně,"Dosáhnout cílů nezávisle za použití optimálního množství času, úsilí nebo nákladů.
  "
http://data.europa.eu/esco/skill/151bd6ca-74be-47bb-9dab-9c7387114006,key_17781,b7b60e86-d36d-4692-9e16-e28891a87774,S8.4.2,obsluhovat stroje na zpracování a konečnou úpravu kovů,
http://data.europa.eu/esco/skill/15dfca7a-5dde-4199-bad3-c00600387258,key_17782,5c7521d1-86a7-46c8-933a-0dc987ed331e,S6.13,manipulovat s odpady a nebezpečnými materiály a odstraňovat je,
http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,key_17783,fe81d735-f2fa-4286-bab1-17c7605a7860,S2.8.2,monitorovat provozní činnosti,
http://data.europa.eu/esco/skill/164510d1-1216-4dc0-b9d1-a7f6af19e469,key_17784,6d1bb0f6-37c9-41f6-b91c-f344dac60bdc,S4.1.7,vypracovávat pohotovostní plány a plány reakcí na mimořádné události,
http://data.europa.eu/esco/skill/173fbafb-d2e0-4b89-be1c-548b1cc47160,key_17785,5e3f201c-2aa5-4581-afd7-b13b7dd007a4,S1.8.6,poskytovat pomoc a podporu spolupracovníkům,
http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,key_17786,ebe8134c-fde8-4605-a390-3653eb8e5e15,S5.2.2,chránit zařízení ikt,
http://data.europa.eu/esco/skill/1893b4bc-0eb2-41de-96e3-9c8f1f1eac41,key_17787,69be52c7-f6c5-4d13-844d-392900f4d4d5,S2.8.9,kontrolovat bezpečnost a kvalitu potravin,
http://data.europa.eu/esco/skill/18da3b88-1cd5-4ef3-83d6-664e52afdaba,key_17788,02d6cfa6-d5df-470a-abb9-5888886066a3,S7.1,stavět a opravovat konstrukce,
http://data.europa.eu/esco/skill/18f2a44e-28ef-4ae3-8ea2-347e33bd9a4b,key_17789,eea9a9b7-d3f5-4e12-9149-044bb0ad8f4b,S8.5.0,obsluhovat výrobní stroje,
http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,key_17790,8492d670-9563-4b9d-8ceb-302115819c6e,S4.2.3,řídit a koordinovat projekty a zajišťovat nad nimi dohled,
http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,key_17791,c089da5b-f2da-4896-84d5-429283f0112d,S4.3.1,řídit rozpočty nebo finance,
http://data.europa.eu/esco/skill/19990cb0-e9d5-41c7-9638-88700b47271e,key_17792,f54f9d87-58fc-4f2e-ba6d-2ca7f1d2f45b,S8.1.1,obsluhovat zařízení pro zemní práce,
http://data.europa.eu/esco/skill/1bb32451-7ca4-4fa2-a2c0-2083c426d76c,key_17793,93f507b8-4020-4c40-830e-efa11797feb4,S3.5.2,podávat pokrmy a nápoje,
http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,key_17794,5c41bb98-8ddc-45e4-9e6d-9b6daa6f4c4c,S2.2.3,"připravovat dokumentaci pro smlouvy, žádosti nebo povolení",
http://data.europa.eu/esco/skill/1cc5ff0b-afaa-4993-9de7-ab0d77b6cca2,key_17795,ec248c1d-e017-4ac2-a0b7-a9871cb2f316,S6.2,přemísťovat a zvedat,
http://data.europa.eu/esco/skill/1d4be2e3-ac64-426f-838d-1e7cb8600927,key_17796,9ac0b6ee-ef56-4fc3-97f8-d0993fb707d8,S4.0.0,manažerské dovednosti,
http://data.europa.eu/esco/skill/1d9e5893-d6b2-47b1-80ba-5f1cdcbf5e9a,key_17797,5bdbf951-f4d2-43de-b777-53b67c359be1,S6.6,"vyrábět formy, odlitky, modely a vzory",
http://data.europa.eu/esco/skill/1e95cef2-9c35-4f9f-b6a9-cb458c3e5379,key_17798,2e3efa58-92f1-4ba5-ae95-64122e9e34fb,S2.8,"monitorovat, kontrolovat a testovat",
http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,key_17799,a6e5ebd6-b4df-4058-81bc-a5f06a1938d0,S2.7.0,analyzovat a vyhodnocovat informace a data,
http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371,key_17800,1ed9b039-dc62-43ab-af34-af7942a79ed9,S2.2.7,vypracovávat zprávy o incidentech a vadách,
http://data.europa.eu/esco/skill/2198d7a0-6eca-4795-b877-98a19064e61a,key_17801,034eb196-bbe9-45a6-94a2-00ba5606541c,S8.4,obsluhovat stroje na těžbu a zpracování surovin,
http://data.europa.eu/esco/skill/2258cde2-a95b-4b2c-b105-59e84b0a364b,key_17802,872c68e4-3164-41cd-8e10-f1fe42c35507,S4.3.2,řídit a spravovat lidské zdroje,
http://data.europa.eu/esco/skill/22d15a65-7262-4a6d-b981-53671b95ad29,key_17803,fcbc23e4-3ae4-4268-b875-3e2135c43004,S6.12.0,prát a starat se o textilie a oděvy,
http://data.europa.eu/esco/skill/23cfb269-eec1-4011-8e57-c86203ce9fd7,key_17804,ca10089f-889d-4298-8f83-637c7dfcc4fc,S1.8.3,poskytovat zpětnou vazbu,
http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,key_17805,e0ffffa2-052e-4e73-9524-cce6e72b551d,S2.5.1,provádět měření rozměrů a souvisejících vlastností,
http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,key_17806,907a21cb-eaa7-4eaa-8b64-83ff3323be15,S5,pracovat s počítačem,
http://data.europa.eu/esco/skill/2486154b-e3fd-4938-8316-029f62afdcb9,key_17807,234febc8-0b86-47c4-8b5a-6c7b33664fd0,S3.0,poskytovat asistenci a péči,
http://data.europa.eu/esco/skill/24a39c1b-b8cc-4210-8b74-b388a90e8f59,key_17808,2c4203f9-a048-44c9-a0e9-2939bcf41793,S7.1.6,"spojovat díly pomocí pájení naměkko, svařování nebo pájení natvrdo",
http://data.europa.eu/esco/skill/24aa32e7-5b7c-42fd-b045-11f0c3d9b6e3,key_17809,8b88eb24-d93b-494d-9f00-474e3803fe5e,S5.2.0,nastavovat a chránit počítačové systémy,
http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038,key_17810,c9027d81-877c-40ac-9a91-9fa5ee0eaa7f,S1.5,poskytovat poradenství a konzultace,
http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,key_17811,79eba190-db78-4abc-b0d0-bc1c71c69199,S5.5.1,"prohlížet, vyhledávat a filtrovat digitální data",
http://data.europa.eu/esco/skill/28d2ab6c-38a2-476e-85fe-7982fd242943,key_17812,76a10ea7-dec2-44e4-8230-d28f51dd2108,S5.5,získávat a analyzovat digitální data,
http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,key_17813,bb90c126-5f29-47be-a3fc-bc5d1617edbd,S2.4.1,shromažďovat informace z fyzických nebo elektronických zdrojů,
http://data.europa.eu/esco/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,key_17814,34fb9aa1-041c-4c45-a278-d540d63d2bda,S3.1.3,pomáhat lidem v přístupu ke službám,
http://data.europa.eu/esco/skill/2ad2ee1c-afc9-402f-91ab-c9c0911b209d,key_17815,7a4b2357-ca3b-4ac8-8f0d-ea065e7b8eeb,S6.5.1,vyrábět přesné přístroje nebo šperky,
http://data.europa.eu/esco/skill/2ae39fc8-0f1b-4284-9e73-3f2739471f63,key_17816,808d6473-1d95-4749-84df-4880b6fc8e92,S7,stavební práce,
http://data.europa.eu/esco/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,key_17817,3609cbd2-540c-4910-a777-38cf97779678,T3.3,udržovat pozitivní přístup,"Odolávat nepříznivým okolnostem, prokazovat odolnost a nalézat způsoby řešení nebo zvládání účinků obtížných životních událostí.
  "
http://data.europa.eu/esco/skill/2b6e15f5-dfa0-4e7c-9687-5665b07e56a4,key_17818,e76f9048-f4e6-4189-9fef-684e9c2cb770,S3.3.6,chránit soukromí a osobní údaje,
http://data.europa.eu/esco/skill/2b8a86c4-d063-44d5-863f-a9659024cefe,key_17819,79e4ad17-1aae-4692-a367-d63ac888b83a,S8.5,obsluhovat výrobní stroje,
http://data.europa.eu/esco/skill/2bf2c727-ee42-4fc5-a4d7-2cd62b880433,key_17820,ff3b8f34-cde9-4d25-bc0b-fbfdec8dd628,S6.11.0,uklízet a čistit,
http://data.europa.eu/esco/skill/2c7252b7-59b8-40eb-ac7c-17f78a94f7e7,key_17821,fb917593-2616-407e-8455-07c8e333dbfe,S7.2.0,instalovat vnitřní nebo vnější infrastrukturu,
http://data.europa.eu/esco/skill/2d02d98c-20c4-4b46-bf44-e5f85a3f03ed,key_17822,301f3f6c-ccd6-4736-a55c-b74c1fb03703,S4.6,budovat a rozvíjet týmy,
http://data.europa.eu/esco/skill/2f661409-3e56-46ab-95d7-6ec7786fc1c0,key_17823,3f9f0abb-727d-49ac-b2d2-0573e1329655,S1.13,psát a skládat,
http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a,key_17824,c8045c64-4caf-4f2d-bfae-7dba1695c2e0,S6.2.4,"umísťovat materiály, nástroje nebo zařízení",
http://data.europa.eu/esco/skill/31397e38-43b9-43ba-943f-192b834e6b54,key_17825,2891c14e-0915-4b1c-9328-5034c76bdbb7,S1.7.0,ústně získávat informace,
http://data.europa.eu/esco/skill/316df5b7-31c4-4f4e-ae69-aad1b873b995,key_17826,52480478-aeb1-43af-a575-a40e83e2c547,S2.1.3,interpretovat technickou dokumentaci a schémata,
http://data.europa.eu/esco/skill/323b3684-86ec-40fa-81b4-bc52694ef168,key_17827,642c022b-22f6-410e-8c5c-644a7b89bfde,S1.1,vyjednávat,
http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc,key_17828,ea894203-87ba-4808-a5fd-91189b12f924,S2.2,dokumentovat a zaznamenávat informace,
http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,key_17829,22d0bec5-842e-4dcf-a1c8-6cad93973e2e,S2.3.0,spravovat informace,
http://data.europa.eu/esco/skill/32c854c1-6f1f-4f1c-8e4c-368a68a10db3,key_17830,25f2592f-073b-47a1-a974-38ceb8be3ccc,S1.11.3,vypracovávat recepty nebo menu,
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,key_17831,9627fe89-1439-495b-9aba-82fb082d44af,S,dovednosti,
http://data.europa.eu/esco/skill/335be43a-3267-400e-b5cb-c9e234dc7544,key_17832,26eed34c-ee81-4681-8dc9-aca2e85073af,S1.3.1,vyučovat akademické nebo odborné předměty,
http://data.europa.eu/esco/skill/3374fb57-056f-49e0-9fc5-000465e13794,key_17833,a0a5cdf4-acbf-47c0-891f-ab8a57ffa64d,S1.3.2,vyučovat bezpečnostní postupy,
http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,key_17834,24cffd85-3f3c-47d9-a304-5affab29a154,T1.3,práce s digitálními přístroji a aplikacemi,"Provádět jednoduché digitální úkoly, jako je používání již konfigurovaného hardwaru, vyhledávat informace pomocí internetových prohlížečů, používat standardní software pro komunikaci nebo spolupráci s ostatními nebo pro vytváření a úpravu jednoduchého obsahu a vybírat mezi standardními opatřeními na ochranu zařízení, osobních údajů a soukromí v digitálním prostředí.
  "
http://data.europa.eu/esco/skill/34691a8a-ec8e-4eaa-b6e7-f4dbf144c644,key_17835,d864aa6f-1f74-422d-90a7-775d1eec2480,S1.5.2,poskytovat finanční poradenství,
http://data.europa.eu/esco/skill/347aa7ee-b640-41cc-ae7c-3c5eafda9fda,key_17836,5411dfc1-78a2-4c30-9e28-f173b5d6b6de,S2.5.0,měřit fyzikální vlastnosti,
http://data.europa.eu/esco/skill/35045957-e9e4-44b1-801a-9a49f6efaece,key_17837,cdec722a-3060-483a-97b8-d798e72fe612,S6.1.2,označovat materiály nebo předměty za účelem identifikace,
http://data.europa.eu/esco/skill/35dc2a23-cdc3-4291-930f-927ba2911949,key_17838,31f60c24-fe90-4679-9853-4162f384c301,S3.3.7,zajišťovat dodržování právních předpisů,
http://data.europa.eu/esco/skill/36c9717b-e53a-4d16-b7df-b6555eff43f8,key_17839,84ad0764-c946-4118-bde7-6b2ac846d902,S8.3.0,řídit plavidla,
http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,key_17840,f6a94b9d-d360-45f7-9437-8a5b4bfdb172,S4.1.2,"vypracovávat finanční, obchodní nebo marketingové plány",
http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,key_17841,d2a03571-277a-4ec1-b499-caa35bbda8fc,S2.7,analyzovat a vyhodnocovat informace a data,
http://data.europa.eu/esco/skill/37f2f637-1f54-4ea1-b677-5ca6cac24993,key_17842,c73527e1-f166-4721-9011-edec8d23d77d,S6.5.2,vyrábět lékařské nebo protetické pomůcky,
http://data.europa.eu/esco/skill/3926ec7d-64cd-4410-8283-493a1afdd57b,key_17843,fcc218b1-8123-40e9-9a68-0be990eb2240,S3.2.3,poskytovat fyzioterapii,
http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,key_17844,700614d1-47fa-430c-be44-6617e4af623d,S5.0.0,pracovat s počítačem,
http://data.europa.eu/esco/skill/395e42b8-f637-4e7e-96d8-9c1976c05d92,key_17845,51482f04-2a6e-44ec-a3f5-8ca812a56491,S1.14.2,provádět umělecké nebo kulturní činnosti,
http://data.europa.eu/esco/skill/39d83364-c86f-4942-96d1-e5df582face9,key_17846,9797e9d3-5e9d-45ec-b366-24c62d532406,S8.5.7,"obsluhovat zařízení na tvarování kovů, plastů nebo pryže",
http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,key_17847,43cfa401-aae8-4fd8-94d1-0bcaed3478f8,S1.11.2,navrhovat elektrické nebo elektronické systémy a zařízení,
http://data.europa.eu/esco/skill/3afcf547-cefc-493a-8abb-aaa8b7088e4f,key_17848,3ae9e177-7d00-4672-82eb-caa515960e66,S6.9.4,"lovit, odchytávat a porážet zvířata",
http://data.europa.eu/esco/skill/3b86c15f-3f66-4e50-abf5-544f2a942a0b,key_17849,72b1053d-7055-4547-b1ed-80af8a8b9287,S6.11.3,čistit venkovní prostory,
http://data.europa.eu/esco/skill/3bf93195-5239-4f73-94a6-349be598d462,key_17850,e6464f6d-6548-4f02-8add-eb37ccdd0116,S1.14.0,"vystupovat, podávat výkony a bavit",
http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,key_17851,ab1a776b-0a3d-4f88-bab5-4ffcc11d3a6c,T6.1,uplatňování dovedností a schopností souvisejících se zdravím,"Pečovat o vlastní duševní a fyzickou pohodu i pohodu ostatních a uplatňovat základní zdravotní normy včetně hygieny. Získávat a používat zdravotní informace, vyhledávat a využívat služby a agentury, které nabízejí zdravotní péči a poradenství. Řešit negativní dopady chronických onemocnění.
  "
