ESCOURI,ID,UUIDHISTORY,PREFERREDLABEL,CODE
http://data.europa.eu/esco/isco/C2655,key_181,b0463207-5b88-4df6-9680-705aa4ab4af4,Herci,2655
http://data.europa.eu/esco/isco/C2656,key_182,bef92676-1b80-4ac9-a4f7-2311b28fb499,Moderátoři v rozhlasu a televizi a ostatní moderátoři,2656
http://data.europa.eu/esco/isco/C2659,key_183,d3f54462-b0ba-4a12-a339-8bee737c2d1b,Výkonní umělci jinde neuvedení,2659
http://data.europa.eu/esco/isco/C3,key_184,58bcefc3-44a9-428d-bb6f-e28fb7eb1996,Techničtí a odborní pracovníci,3
http://data.europa.eu/esco/isco/C31,key_185,276d26f3-c21d-4917-84dd-32240b58cc70,Techničtí a odborní pracovníci v oblasti vědy a techniky,31
http://data.europa.eu/esco/isco/C311,key_186,e87c5939-a604-4fe4-9d0f-9385d89d8843,Technici ve fyzikálních a příbuzných oborech,311
http://data.europa.eu/esco/isco/C3111,key_187,d8f1ceb1-c753-4e77-b950-b0fba95dc3f1,Technici v chemických a fyzikálních vědách (kromě chemického inženýrství),3111
http://data.europa.eu/esco/isco/C3112,key_188,be94704e-ca75-4c66-b9d1-8ebedf418431,Stavební technici,3112
http://data.europa.eu/esco/isco/C3113,key_189,48cc6070-9b8b-44fd-ab48-c57fac04272c,Elektrotechnici (kromě řídicích a navigačních zařízení letového provozu) a technici energetici,3113
http://data.europa.eu/esco/isco/C3114,key_190,20c849e2-18b4-43af-a9e3-7814a2a5106c,Technici elektronici,3114
http://data.europa.eu/esco/isco/C3115,key_191,85944377-0359-4bb7-a25b-a23715ba9875,Strojírenští technici,3115
http://data.europa.eu/esco/isco/C3116,key_192,7ea1f204-5348-4832-84e0-96c4081a3439,Technici v chemickém inženýrství a příbuzných oborech,3116
http://data.europa.eu/esco/isco/C3117,key_193,1f00ba62-c61e-4f1d-910d-8b35808d8043,Důlní a hutní technici a pracovníci v příbuzných oborech,3117
http://data.europa.eu/esco/isco/C3118,key_194,8e226af3-ece0-4b83-b3f4-ca7b196a9e4a,"Technici kartografové, zeměměřiči a pracovníci v příbuzných oborech",3118
http://data.europa.eu/esco/isco/C3119,key_195,abf31961-92c4-4eaf-9a4c-01945c80b076,Technici ve fyzikálních a příbuzných oborech jinde neuvedení,3119
http://data.europa.eu/esco/isco/C312,key_196,8258b922-4770-4c0c-80e9-a0f991209673,"Mistři a příbuzní pracovníci v oblasti těžby, výroby a stavebnictví",312
http://data.europa.eu/esco/isco/C3121,key_197,dc2ae5ba-8668-48df-a63f-539bba37f346,Mistři a příbuzní pracovníci v oblasti těžby a hutní výroby,3121
http://data.europa.eu/esco/isco/C3122,key_198,a549e65d-88c8-4d52-87e8-22a88b5e8adf,Mistři a příbuzní pracovníci ve výrobě,3122
http://data.europa.eu/esco/isco/C3123,key_199,01eb2d03-88e3-4467-9404-fb5ef63fd356,Mistři a příbuzní pracovníci ve stavebnictví,3123
http://data.europa.eu/esco/isco/C313,key_200,98e73cbf-16e8-419b-ab89-78a9a31e531a,Operátoři velínů a zařízení,313
http://data.europa.eu/esco/isco/C3131,key_201,532a4f44-19b9-442e-8d27-4861f0b1b440,Operátoři velínů a zařízení na výrobu a rozvod elektrické energie,3131
http://data.europa.eu/esco/isco/C3132,key_202,da7d52b2-86b9-4dc9-a08e-cae89d79b912,Operátoři velínů a zařízení spaloven a vodáren a pracovníci v příbuzných oborech,3132
http://data.europa.eu/esco/isco/C3133,key_203,25e667fc-d691-426c-bea1-3b50e235643f,Operátoři velínů a zařízení chemické výroby (kromě zpracování ropy a zemního plynu),3133
http://data.europa.eu/esco/isco/C3134,key_204,e21be302-2a2c-48fc-9e2c-26852faf573f,Operátoři velínů a zařízení zpracování ropy a zemního plynu,3134
http://data.europa.eu/esco/isco/C3135,key_205,28f31aaa-dc1e-4f95-8b36-fb76b431512c,"Operátoři velínů a zařízení na zpracování kovů, kontroloři",3135
http://data.europa.eu/esco/isco/C3139,key_206,72ab83c5-85d3-4298-b406-55cad1b1735d,Operátoři velínů a zařízení jinde neuvedení,3139
http://data.europa.eu/esco/isco/C314,key_207,c1cc8773-98b5-49c6-a53f-afbc2056e1c3,Technici v biologických a příbuzných oborech,314
http://data.europa.eu/esco/isco/C3141,key_208,44338cab-5b26-4a95-8263-2f57219ddb06,Technici v biologických oborech (kromě zdravotnických),3141
http://data.europa.eu/esco/isco/C3142,key_209,1dde8843-c3d1-41fc-a5b5-cffafab1db12,Technici v oblasti zemědělství a rybářství,3142
http://data.europa.eu/esco/isco/C3143,key_210,0742c172-3def-4068-8e98-567774f3ed45,Technici v oblasti lesnictví,3143
http://data.europa.eu/esco/isco/C315,key_211,6f50de23-4a89-4627-86b2-429837c90f66,Technici a kontroloři v oblasti letecké a lodní dopravy,315
http://data.europa.eu/esco/isco/C3151,key_212,40b62715-41fc-4571-b039-a148ea0746b2,Lodní technici,3151
http://data.europa.eu/esco/isco/C3152,key_213,d90d5704-137e-4c62-a9ef-20830e6441bf,Lodní důstojníci a lodivodi,3152
http://data.europa.eu/esco/isco/C3153,key_214,3b0db899-0181-48bf-8b05-d38fd3eecf4f,"Piloti, navigátoři, letečtí technici a příbuzní pracovníci",3153
http://data.europa.eu/esco/isco/C3154,key_215,eb8b999c-1db9-4512-9c58-2087eb855042,Řídící letového provozu,3154
http://data.europa.eu/esco/isco/C3155,key_216,85dff021-25df-4c96-ab68-aece6df8a820,Elektrotechnici řídicích a navigačních zařízení letového provozu,3155
http://data.europa.eu/esco/isco/C32,key_217,a06c85b3-ef58-41c3-8d9b-bd11961ca337,Odborní pracovníci v oblasti zdravotnictví,32
http://data.europa.eu/esco/isco/C321,key_218,dfbd83d0-5319-4bdd-9260-128f7b644e23,Zdravotničtí technici a farmaceutičtí asistenti,321
http://data.europa.eu/esco/isco/C3211,key_219,b366497c-f006-4605-b631-3040f1942e66,Technici pro obsluhu lékařských zařízení,3211
http://data.europa.eu/esco/isco/C3212,key_220,9b0aad67-69f6-4855-b176-4ee9bb27a76d,Odborní laboranti v oblasti zdravotnictví,3212
http://data.europa.eu/esco/isco/C3213,key_221,7c14326a-a4a6-412f-b68d-ba54dd2fa54c,Farmaceutičtí asistenti,3213
http://data.europa.eu/esco/isco/C3214,key_222,3fff0238-c0bd-412d-8ec2-f82eb0eec093,Technici v oblasti ortotiky a protetiky,3214
http://data.europa.eu/esco/isco/C322,key_223,47b67978-00f9-4d30-ae66-4fd4a67df7ff,Odborní pracovníci v oblasti ošetřovatelství a porodnictví,322
http://data.europa.eu/esco/isco/C3221,key_224,9f337466-ddf2-454c-a380-db03d0caa32e,Odborní pracovníci v oblasti ošetřovatelství,3221
http://data.europa.eu/esco/isco/C3222,key_225,89968a15-0a42-45cf-a064-85060ebeff06,Odborní pracovníci v oblasti porodnictví,3222
http://data.europa.eu/esco/isco/C323,key_226,ed9e7ef2-5ab6-40ae-8e93-927326a4f02f,Odborní pracovníci tradiční a alternativní medicíny,323
http://data.europa.eu/esco/isco/C3230,key_227,3b387489-43cf-4909-8725-867e7792ce45,Odborní pracovníci tradiční a alternativní medicíny,3230
http://data.europa.eu/esco/isco/C324,key_228,ec467369-6a8e-4226-93fa-5036c2c00f80,Veterinární technici a asistenti,324
http://data.europa.eu/esco/isco/C3240,key_229,ab9ce281-32e8-4b36-b2b4-0e1fc8a69dc3,Veterinární technici a asistenti,3240
http://data.europa.eu/esco/isco/C325,key_230,2bbbbb12-6a63-4dd4-856f-7f1b92f4d358,Ostatní odborní pracovníci v oblasti zdravotnictví,325
http://data.europa.eu/esco/isco/C3251,key_231,35f6ae60-e414-4afa-a41b-e95526b1245b,Dentální hygienisti,3251
http://data.europa.eu/esco/isco/C3252,key_232,966c2aa0-b1e8-414e-aeb9-bf72f6efc341,Technici pro lékařské záznamy a informace o zdravotním stavu,3252
http://data.europa.eu/esco/isco/C3253,key_233,c66f99a7-2e4f-4729-867c-a2378bd71150,Odborní pracovníci v oblasti komunitního zdravotnictví,3253
http://data.europa.eu/esco/isco/C3254,key_234,688c6689-0740-44f1-9d18-4221b5b9dc72,Odborní pracovníci v oblasti oční optiky,3254
http://data.europa.eu/esco/isco/C3255,key_235,527a1ebb-9c04-4552-a022-e72c419ad504,Odborní pracovníci v oblasti rehabilitace,3255
http://data.europa.eu/esco/isco/C3256,key_236,1f969b82-61ed-4443-8262-f09c868557a0,Odborní zdravotničtí asistenti,3256
http://data.europa.eu/esco/isco/C3257,key_237,af77018c-c921-4b15-ad5d-f2f5a70139ce,Asistenti ochrany veřejného zdraví,3257
http://data.europa.eu/esco/isco/C3258,key_238,25ffe1b0-77e5-4072-ba0f-d9f2407bfa9f,Zdravotničtí záchranáři,3258
http://data.europa.eu/esco/isco/C3259,key_239,fdf803f9-9bda-4aac-a239-16ecf4021570,Odborní pracovníci v oblasti zdravotnictví jinde neuvedení,3259
http://data.europa.eu/esco/isco/C33,key_240,976ed969-b127-48de-8461-582f6af5fb22,Odborní pracovníci v obchodní sféře a veřejné správě,33
http://data.europa.eu/esco/isco/C331,key_241,c6561e53-442f-4ec8-8680-77acadc84b87,"Odborní pracovníci v oblasti financí, matematiky a v příbuzných oborech",331
http://data.europa.eu/esco/isco/C3311,key_242,ddfc8ae9-dda7-444c-bf2e-ea43e44c4e6a,Zprostředkovatelé finančních transakcí a finanční makléři,3311
http://data.europa.eu/esco/isco/C3312,key_243,a7d25d9b-23bf-46ff-9a09-5f25a7745d0b,Zprostředkovatelé úvěrů a půjček,3312
http://data.europa.eu/esco/isco/C3313,key_244,3e9a5c37-045f-4c74-a718-81f6a359dd18,Odborní pracovníci v oblasti účetnictví a ekonomiky,3313
http://data.europa.eu/esco/isco/C3314,key_245,a7b279da-b322-42ba-92d2-7dc5684ecb61,"Odborní pracovníci v oblasti statistiky, matematiky a v příbuzných oborech",3314
http://data.europa.eu/esco/isco/C3315,key_246,461381ca-e918-4a93-87c6-be68478e317d,Odhadci a zbožíznalci,3315
http://data.europa.eu/esco/isco/C332,key_247,7dc1371e-c6eb-4557-bd6f-5e4662f37dcc,"Odborní pracovníci v oblasti pojišťovnictví, obchodní zástupci, nákupčí a obchodní makléři",332
http://data.europa.eu/esco/isco/C3321,key_248,bc7a617d-8b83-452f-81b8-58ab0a3fcbcd,Odborní pracovníci v oblasti pojišťovnictví,3321
http://data.europa.eu/esco/isco/C3322,key_249,d2480121-4190-41eb-98d8-2a3e2c5cb439,Obchodní zástupci,3322
http://data.europa.eu/esco/isco/C3323,key_250,134e63be-8740-4461-a7a9-c506d8174d5b,Nákupčí,3323
http://data.europa.eu/esco/isco/C3324,key_251,8b6303aa-d314-49f5-a269-b57ca4b0a8f9,Obchodní makléři,3324
http://data.europa.eu/esco/isco/C333,key_252,a5c93915-3855-4d83-89e6-0922024ae616,Zprostředkovatelé služeb,333
http://data.europa.eu/esco/isco/C3331,key_253,64b978bb-732b-4c97-9f7e-ac83fe1d55e4,"Odbytoví a přepravní agenti, celní deklaranti",3331
http://data.europa.eu/esco/isco/C3332,key_254,06932fa2-d4dd-4920-b934-32f1ba6ecc8a,Organizátoři konferencí a událostí,3332
http://data.europa.eu/esco/isco/C3333,key_255,b3302778-8048-408d-9d68-80ec1dd1a829,Odborní pracovníci úřadů práce a pracovních agentur,3333
http://data.europa.eu/esco/isco/C3334,key_256,41ddf78e-541b-4437-9079-298d36bbe173,Realitní makléři,3334
http://data.europa.eu/esco/isco/C3339,key_257,90f211f8-4684-4a2b-a80e-02682754d36c,Zprostředkovatelé služeb jinde neuvedení,3339
http://data.europa.eu/esco/isco/C334,key_258,6f402f14-f22d-40b5-b1a7-8a1b84c102b8,Odborní administrativní pracovníci a asistenti,334
http://data.europa.eu/esco/isco/C3341,key_259,59ffa585-3792-4731-881d-a5115710e52d,Vedoucí administrativních agend,3341
http://data.europa.eu/esco/isco/C3342,key_260,d4e44640-cc94-4a8a-8d19-d062d977791c,Odborní administrativní pracovníci v právní oblasti,3342
http://data.europa.eu/esco/isco/C3343,key_261,579bde38-ebbd-4712-a71c-badd281c7cf6,Odborní asistenti v administrativě,3343
http://data.europa.eu/esco/isco/C3344,key_262,c878241f-de7a-4132-969c-3d8f383c3e36,Odborní administrativní pracovníci v oblasti zdravotnictví,3344
http://data.europa.eu/esco/isco/C335,key_263,7943a1e1-c973-48a6-ae4d-11118269bc6d,Pracovníci veřejné správy v oblasti státních regulací,335
http://data.europa.eu/esco/isco/C3351,key_264,4abc4a4f-840b-4b89-8d3d-0fdb0c4d2801,Pracovníci celní a hraniční kontroly,3351
http://data.europa.eu/esco/isco/C3352,key_265,5e5b973a-8e61-4dd1-a6ac-726da5b2f6bb,Pracovníci veřejné správy v oblasti daní,3352
http://data.europa.eu/esco/isco/C3353,key_266,a101115f-a2d3-41dc-a2e9-83d850396a34,Pracovníci veřejné správy v oblasti sociálních a jiných dávek,3353
http://data.europa.eu/esco/isco/C3354,key_267,214aa29a-9b04-4341-a963-5ad32afe1127,Pracovníci veřejné správy vydávající různá povolení,3354
http://data.europa.eu/esco/isco/C3355,key_268,5ff3e887-fd41-4735-a757-ca859fd50d16,Policejní inspektoři a detektivové,3355
http://data.europa.eu/esco/isco/C3359,key_269,478fe81d-e625-43a5-887e-3855c58b381e,Pracovníci veřejné správy v oblasti státních regulací jinde neuvedení,3359
http://data.europa.eu/esco/isco/C34,key_270,484dc275-9eb5-4c0e-967d-134ea9fb259e,"Odborní pracovníci v oblasti práva, kultury, sportu a v příbuzných oborech",34
http://data.europa.eu/esco/isco/C341,key_271,ac3f54df-27ad-4f63-82db-e421b993f374,"Odborní pracovníci v oblasti právní, sociální a církevní",341
http://data.europa.eu/esco/isco/C3411,key_272,cacb7aa0-059d-49d2-940a-3ae48a824747,Odborní pracovníci v právní oblasti a v příbuzných oborech,3411
http://data.europa.eu/esco/isco/C3412,key_273,0dac9c58-004c-4eaf-af28-1e1982ce5d2e,Odborní pracovníci v oblasti sociální práce,3412
http://data.europa.eu/esco/isco/C3413,key_274,2aa69cdc-b39f-4d2b-a2d6-dfd8327b1314,Odborní pracovníci v církevní oblasti a v příbuzných oborech,3413
http://data.europa.eu/esco/isco/C342,key_275,30492ad5-cc1a-4950-ab36-f78b185835ec,Odborní pracovníci v oblasti sportu a fitness,342
http://data.europa.eu/esco/isco/C3421,key_276,3abf4667-9fd5-4b20-afcb-2dff5164c9cf,Atleti a ostatní profesionální sportovci,3421
http://data.europa.eu/esco/isco/C3422,key_277,b8f2f6d8-b9f1-408b-85ff-278e88bda3a1,"Sportovní trenéři, instruktoři a úředníci sportovních klubů",3422
http://data.europa.eu/esco/isco/C3423,key_278,905da210-8d1a-41e2-ab0e-61050cd8e3d6,Instruktoři a programoví vedoucí v rekreačních zařízeních a fitcentrech,3423
http://data.europa.eu/esco/isco/C343,key_279,0784b98f-c8a6-4d9e-8aed-8918d39a61aa,"Odborní pracovníci v oblasti umění a kultury, šéfkuchaři",343
http://data.europa.eu/esco/isco/C3431,key_280,63e8aa91-00fc-4e81-9f38-87415b29de93,Fotografové,3431
http://data.europa.eu/esco/isco/C3432,key_281,45c2282d-bd71-4418-a032-7d86725e22ae,Aranžéři a příbuzní pracovníci,3432
http://data.europa.eu/esco/isco/C3433,key_282,0be2720a-7dad-4431-aec3-d8675199c4c8,"Konzervátoři, restaurátoři a preparátoři a příbuzní pracovníci v galeriích, muzeích a knihovnách",3433
http://data.europa.eu/esco/isco/C3434,key_283,36f33b65-bda0-4b8c-ab10-351272aa19c0,Šéfkuchaři a šéfcukráři,3434
http://data.europa.eu/esco/isco/C3435,key_284,94d98b52-ba6a-4fe8-8fd2-ceb5d3ba5126,Ostatní odborní pracovníci v oblasti umění a kultury,3435
http://data.europa.eu/esco/isco/C35,key_285,50d06a89-093d-4162-b4bd-90d2089668a1,Technici v oblasti informačních a komunikačních technologií,35
http://data.europa.eu/esco/isco/C351,key_286,2d5119f8-f515-441c-837c-71e4f21c105c,Technici provozu a uživatelské podpory informačních a komunikačních technologií a příbuzní pracovníci,351
http://data.europa.eu/esco/isco/C3511,key_287,e4eb0e89-3f4b-48bd-aee5-a723181f6278,Technici provozu informačních a komunikačních technologií,3511
http://data.europa.eu/esco/isco/C3512,key_288,ee52ad1c-02f2-47f6-a9ce-9fffca1afd2d,Technici uživatelské podpory informačních a komunikačních technologií,3512
http://data.europa.eu/esco/isco/C3513,key_289,66b0cb0c-9d60-4d83-9988-7593edc7c57e,Technici počítačových sítí a systémů,3513
http://data.europa.eu/esco/isco/C3514,key_290,4b24fbd0-ecd3-45d4-b487-32a00a2a8177,Správci webu,3514
http://data.europa.eu/esco/isco/C352,key_291,d9b34899-ed8c-45a3-a8c0-c6c7be289f34,Technici v oblasti telekomunikací a vysílání,352
http://data.europa.eu/esco/isco/C3521,key_292,011029ba-c8a8-491e-ac06-b64b91d5b1d6,Technici vysílání a obsluha záznamu zvuku,3521
http://data.europa.eu/esco/isco/C3522,key_293,44fabcad-5fac-4463-b8bd-c6a0151c774b,Technici v oblasti telekomunikací,3522
http://data.europa.eu/esco/isco/C4,key_294,8ab7e6f2-746b-4226-908e-1c678f328f4d,Úředníci,4
http://data.europa.eu/esco/isco/C41,key_295,66073bc3-e94c-49b3-a45a-91c9c1af7b2a,"Všeobecní administrativní pracovníci, sekretáři a pracovníci pro zadávání dat a zpracování textů",41
http://data.europa.eu/esco/isco/C411,key_296,2a4dff12-3368-44a7-b6a6-63ed274e28a0,Všeobecní administrativní pracovníci,411
http://data.europa.eu/esco/isco/C4110,key_297,184079a9-c362-4c14-ae8e-7b6e1ee086f3,Všeobecní administrativní pracovníci,4110
http://data.europa.eu/esco/isco/C412,key_298,b179dcf3-e932-4518-bf4f-ebc1de695e4a,Sekretáři (všeobecní),412
http://data.europa.eu/esco/isco/C4120,key_299,b9ef8bc6-0f46-4b8c-aa06-21b85bdb9bd3,Sekretáři (všeobecní),4120
http://data.europa.eu/esco/isco/C413,key_300,d6b20919-9614-497d-b35e-ef335f9e7c2d,Pracovníci pro zadávání dat a zpracování textů,413
http://data.europa.eu/esco/isco/C4131,key_301,b4c8f10d-7ecd-40ee-99ad-7d488d18977f,"Pracovníci pro zpracování textů, písaři",4131
http://data.europa.eu/esco/isco/C4132,key_302,d278cd55-4cd6-4e8a-9b50-78d4c0230aa0,Pracovníci pro zadávání dat,4132
http://data.europa.eu/esco/isco/C42,key_303,f5d3a0ea-9066-463f-8233-6745d2ddb872,"Pracovníci informačních služeb, na přepážkách a v příbuzných oborech",42
http://data.europa.eu/esco/isco/C421,key_304,efb3ff4f-8047-40c2-8ef6-b7b8074c9de9,"Pokladníci ve finančních institucích, bookmakeři, půjčovatelé peněz, inkasisté pohledávek a pracovníci v příbuzných oborech",421
http://data.europa.eu/esco/isco/C4211,key_305,41b52028-85f4-4d63-8a05-ff509b7ac26d,Pokladníci ve finančních institucích a pracovníci v příbuzných oborech,4211
http://data.europa.eu/esco/isco/C4212,key_306,4f8b2e5a-3ec7-4a1c-bf69-9d2418472fdf,"Bookmakeři, krupiéři a pracovníci v příbuzných oborech",4212
http://data.europa.eu/esco/isco/C4213,key_307,56a8a296-0025-4244-a6a9-0b84d41e3698,Zastavárníci a půjčovatelé peněz,4213
http://data.europa.eu/esco/isco/C4214,key_308,153481c7-d809-4699-840b-8fb73df8e465,Inkasisté pohledávek a pracovníci v příbuzných oborech,4214
http://data.europa.eu/esco/isco/C422,key_309,707a1ef3-b916-4aaf-b1b6-a242197a9cb3,Pracovníci informačních služeb,422
http://data.europa.eu/esco/isco/C4221,key_310,fbd85f80-a5e2-4e52-923b-31e6fbf748c3,Pracovníci cestovního ruchu,4221
http://data.europa.eu/esco/isco/C4222,key_311,aa0a256e-8ab7-49bc-967c-579e9111ac39,Pracovníci v zákaznických kontaktních centrech,4222
http://data.europa.eu/esco/isco/C4223,key_312,6423cedd-38e9-4f6f-b9a3-e01242c1f340,Operátoři telefonních panelů,4223
http://data.europa.eu/esco/isco/C4224,key_313,8bf6723a-a15e-425e-b959-8b6dd0b6b220,Recepční v hotelích,4224
http://data.europa.eu/esco/isco/C4225,key_314,f296ec61-1075-457d-a5f2-4fb95e0a33d9,Pracovníci v informačních kancelářích,4225
http://data.europa.eu/esco/isco/C4226,key_315,22836413-e55a-485b-b8a4-59f446342aaf,Recepční (kromě recepčních v hotelích),4226
http://data.europa.eu/esco/isco/C4227,key_316,04aeb938-a630-4879-b327-9f53943bfdc3,Tazatelé průzkumů,4227
http://data.europa.eu/esco/isco/C4229,key_317,d706d62a-240e-45bb-aa01-ac7e07093b33,Pracovníci informačních služeb jinde neuvedení,4229
http://data.europa.eu/esco/isco/C43,key_318,ac07a2ce-4e59-48d1-af7b-fe0e471ffa08,Úředníci pro zpracování číselných údajů a v logistice,43
http://data.europa.eu/esco/isco/C431,key_319,7b822237-722c-4f03-8288-5cd9a1cfe25c,Úředníci pro zpracování číselných údajů,431
http://data.europa.eu/esco/isco/C4311,key_320,5eb6b55f-0ba8-42ac-aa42-d92bca6ba487,Úředníci v oblasti účetnictví,4311
http://data.europa.eu/esco/isco/C4312,key_321,0540e28b-1add-4521-84b2-005926391edc,"Úředníci v oblasti statistiky, financí a pojištění",4312
http://data.europa.eu/esco/isco/C4313,key_322,521a179e-e507-4867-9872-d6040b1f4022,Mzdoví účetní,4313
http://data.europa.eu/esco/isco/C432,key_323,e460df57-cedd-4609-951e-2ad7297e6b62,Úředníci v logistice,432
http://data.europa.eu/esco/isco/C4321,key_324,edc63feb-5ee3-4ece-b14c-1815ad07bc38,Úředníci ve skladech,4321
http://data.europa.eu/esco/isco/C4322,key_325,abafe96b-c8dd-4c95-8875-a41e23e60981,Úředníci ve výrobě,4322
http://data.europa.eu/esco/isco/C4323,key_326,e27ecec9-6c55-412a-a2c5-7ae18a4617b7,Úředníci v dopravě a přepravě,4323
http://data.europa.eu/esco/isco/C44,key_327,89458184-56fd-4e69-827d-01485528065b,Ostatní úředníci,44
http://data.europa.eu/esco/isco/C441,key_328,7a7cfa77-3dab-4bca-9760-d733a027ea98,Ostatní úředníci,441
http://data.europa.eu/esco/isco/C4411,key_329,a8dd6c1a-d858-4fa8-8196-e30c843c22b9,Knihovníci,4411
http://data.europa.eu/esco/isco/C4412,key_330,884a6e38-1d24-4eb3-b58f-28986f77d51c,Pracovníci poštovního provozu (kromě úředníků na přepážkách),4412
http://data.europa.eu/esco/isco/C4413,key_331,db114551-0f9e-433c-8161-64107dff265d,"Korektoři, kódovači a příbuzní pracovníci",4413
http://data.europa.eu/esco/isco/C4414,key_332,d2f81133-f13b-4391-8e06-45b4ea8fbb9d,Opisovači a příbuzní pracovníci,4414
http://data.europa.eu/esco/isco/C4415,key_333,58127173-0eec-4f67-89b2-5abb89e9b7bd,Pracovníci evidence dat a archivů,4415
http://data.europa.eu/esco/isco/C4416,key_334,5d4c953c-da35-456a-83ab-ca474aaf725e,Personální referenti,4416
http://data.europa.eu/esco/isco/C4419,key_335,536137ad-8508-4453-b948-a190ed40b9be,Úředníci jinde neuvedení,4419
http://data.europa.eu/esco/isco/C5,key_336,429e7359-fdd5-4f95-b76a-bc5ab84ee080,Pracovníci ve službách a prodeji,5
http://data.europa.eu/esco/isco/C51,key_337,41bf0f15-a124-4548-80df-0a86600d0924,Pracovníci v oblasti osobních služeb,51
http://data.europa.eu/esco/isco/C511,key_338,e2290e76-0d6f-4c06-b720-5dcf976da6e6,"Obslužní pracovníci, průvodčí v dopravě a průvodci v cestovním ruchu",511
http://data.europa.eu/esco/isco/C5111,key_339,b150f1cc-c347-4e6e-a12c-bd3f1d5b8dea,Obslužní pracovníci v dopravě a stevardi,5111
http://data.europa.eu/esco/isco/C5112,key_340,1d17a194-d4ac-45d6-b4fd-b3ff948b7989,Průvodčí a příbuzní pracovníci v dopravě,5112
http://data.europa.eu/esco/isco/C5113,key_341,b7fd01ae-e3ce-4fcb-9de2-03779deca6a6,Průvodci v cestovním ruchu,5113
http://data.europa.eu/esco/isco/C512,key_342,448028ec-4dcd-44d5-bf31-dca405c66c8a,Kuchaři (kromě šéfkuchařů),512
http://data.europa.eu/esco/isco/C5120,key_343,ce704b87-4ea8-45d5-9cc6-28961e8b8c5b,Kuchaři (kromě šéfkuchařů),5120
http://data.europa.eu/esco/isco/C513,key_344,406ba804-a542-4381-9cf6-1718be59dc95,"Číšníci, servírky a barmani",513
http://data.europa.eu/esco/isco/C5131,key_345,8a488075-c145-4f5b-88f8-0ab87bbe8739,Číšníci a servírky,5131
http://data.europa.eu/esco/isco/C5132,key_346,e2028773-4a21-494a-a851-43b850ae7a1f,Barmani,5132
http://data.europa.eu/esco/isco/C514,key_347,1d79423e-8df6-4972-853b-6d56c8dab14f,"Kadeřníci, kosmetici a pracovníci v příbuzných oborech",514
http://data.europa.eu/esco/isco/C5141,key_348,f135e9ee-e243-465a-bc86-f799519735b1,Kadeřníci,5141
http://data.europa.eu/esco/isco/C5142,key_349,a50dc8ff-e399-4530-a388-e74238690612,Kosmetici a pracovníci v příbuzných oborech,5142
http://data.europa.eu/esco/isco/C515,key_350,5b8dc38d-f6de-4385-9b0e-f1a7bf7d6557,Provozní pracovníci,515
http://data.europa.eu/esco/isco/C5151,key_351,c4baad44-4e9c-4134-bd2c-7a7b8a575d50,"Provozní pracovníci stravovacích, ubytovacích zařízení, kanceláří a dalších zařízení",5151
http://data.europa.eu/esco/isco/C5152,key_352,24e67334-e990-47e3-981c-c14d8375f8f3,Hospodyně v domácnostech,5152
http://data.europa.eu/esco/isco/C5153,key_353,bb3b0553-9e42-4508-907f-79472f0a0fb8,Správci objektů,5153
http://data.europa.eu/esco/isco/C516,key_354,4c4a175a-3e26-4a29-842c-e04544555230,Ostatní pracovníci v oblasti osobních služeb,516
http://data.europa.eu/esco/isco/C5161,key_355,7b2a0064-aa67-4439-b5b1-811ff9400d32,"Astrologové, jasnovidci a pracovníci v příbuzných oborech",5161
http://data.europa.eu/esco/isco/C5162,key_356,1d2608f0-2a6a-4f9f-ad93-704eaee3458d,Společníci a osobní sluhové,5162
http://data.europa.eu/esco/isco/C5163,key_357,9147ff14-6002-4d9a-9ba6-71bf2e74b8d4,Pracovníci pohřebních služeb a balzamovači,5163
http://data.europa.eu/esco/isco/C5164,key_358,d1ab6bea-ff2a-41e1-a592-b2dfe4e1ebfb,Pracovníci zajišťující služby spojené s péčí o domácí a jiná zvířata,5164
http://data.europa.eu/esco/isco/C5165,key_359,c594b000-18cb-4fe8-a905-df182450eac7,Instruktoři autoškoly,5165
http://data.europa.eu/esco/isco/C5169,key_360,1a474d5a-dc27-4ebe-a074-74f0d40cdbca,Pracovníci v oblasti osobních služeb jinde neuvedení,5169
http://data.europa.eu/esco/isco/C52,key_361,3836d5c2-b0d7-406d-ae71-7d128a920f4d,Pracovníci v oblasti prodeje,52
http://data.europa.eu/esco/isco/C521,key_362,98357f6a-33e4-4ad5-be72-b7266293ff1f,Stánkoví a pouliční prodavači potravin,521
http://data.europa.eu/esco/isco/C5211,key_363,fbfede94-2b24-4261-920b-91fd4482e688,Stánkoví prodavači potravin (kromě rychlého občerstvení),5211
http://data.europa.eu/esco/isco/C5212,key_364,595c31f0-4bcb-485f-9cc3-c11be5d14659,Pouliční prodavači rychlého občerstvení,5212
http://data.europa.eu/esco/isco/C522,key_365,3c7b6350-c994-487c-bd8d-441394f01689,"Provozovatelé maloobchodních prodejen, prodavači a příbuzní pracovníci v prodejnách",522
http://data.europa.eu/esco/isco/C5221,key_366,32ba4c8d-5c4d-4476-9c84-9d4fd73637e3,Provozovatelé maloobchodních prodejen,5221
http://data.europa.eu/esco/isco/C5222,key_367,0e22b9f6-271f-425d-8008-af2cbfdde503,Vedoucí pracovních týmů v prodejnách,5222
http://data.europa.eu/esco/isco/C5223,key_368,56c776b9-56ca-4074-9f7c-360ea973ae08,Prodavači v prodejnách,5223
