ESCOURI,ID,UUIDHISTORY,PREFERREDLABEL,ALTLABELS,DESCRIPTION,ISCOGROUPCODE,CODE
http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa,key_1524,5abdddf9-390d-41ae-a078-c5532f1873af,manažer zdravotnického zařízení/manažerka zdravotnického zařízení,"manažerka zdravotnického zařízení
ředitelka zdravotnického zařízení
manažer zdravotnického zařízení
ředitel zdravotnického zařízení","Manažeři zdravotnických zařízení dohlížejí na provoz zdravotnických zařízení, jako jsou nemocnice, rehabilitační zařízení a instituce poskytující domácí péči a péči o starší osoby, aby bylo zajištěno, že zařízení splňuje požadavky, je postaráno o pacienty a obyvatele zařízení, zařízení je udržováno a je k dispozici potřebné vybavení. Dohlížejí také na zaměstnance a zajišťují vedení záznamů.",1342.0,1342.2
http://data.europa.eu/esco/occupation/4a30b421-2fda-42d6-b7e1-1c31753f061d,key_1525,3804acde-6d58-4a4c-bc0d-65b7a9c5c0d9,obsluha strojů na navíjení izolačních trubic,"navíječka izolačních trubic
navíječ izolačních trubic","Obsluha strojů na navíjení izolačních trubic nastavuje a obsluhuje stroj, který navíjí izolační trubice a vyřezává je do stanovených rozměrů.",8142.0,8142.8
http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81,key_1526,dcf51b38-1232-4b15-88dd-9deaf554fddc,materiálový inženýr/materiálová inženýrka,"materiálový inženýr
materiálová inženýrka","Materiáloví inženýři zkoumají a navrhují nové nebo zdokonalené materiály pro různé typy aplikací. Analyzují složení materiálů, provádějí experimenty a pro konkrétní odvětví vyvíjejí nové materiály, od kaučuku, textilu, skla a kovů až po chemické látky. Poskytují podnikům poradenství při posuzování škod, zajišťování kvality materiálů a recyklaci materiálů.",2149.0,2149.11
http://data.europa.eu/esco/occupation/4a39fddb-17e7-4431-be03-613edab8d1c8,key_1527,df3d7df9-562a-4801-a59d-34ab849288bc,pracovník kontroly dodržování daňových předpisů/pracovnice kontroly dodržování daňových předpisů,"pracovník kontroly dodržování daňových předpisů
pracovnice kontroly dodržování daňových předpisů","Pracovníci kontroly dodržování daňových předpisů vybírají poplatky, dluhy a daně jménem institucí státní správy ve městech, obcích a jiných jurisdikcích. Vykonávají administrativní povinnosti a komunikují s ostatními úředníky a institucemi s cílem zajistit, aby operace byly správné a v souladu s politikami.",3352.0,3352.1
http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f,key_1528,b64728d0-6275-4476-8d40-cc299f3965cf,desátník/desátnice,"desátník
desátnice","Desátníci vykonávají dohled nad skupinami vojáků a plní úkoly v oblasti vydávání rozkazů. Rovněž velí v oblasti vybavení, jako jsou těžké stroje a zbraně.",210.0,0210.1
http://data.europa.eu/esco/occupation/4a5b3686-eea4-4ba0-b446-33f7b6a95aed,key_1529,a6e8171c-d002-453c-9831-18da023c9c24,laborant na oddělení patologie/laborantka na oddělení patologie,"laborantka na oddělení patologie
laborant na oddělení patologie","Laborant na oddělení patologie pomáhá specializovaným lékařům v patologii při provádění post-mortem vyšetření, uchovávání záznamů o vzorcích, orgánech a příslušných zjištěních a péči o jejich vhodnou likvidaci pod dohledem, a to na základě příkazů lékaře.",2131.0,2131.8.1
http://data.europa.eu/esco/occupation/4a5ceaae-0f05-4091-bdbf-59f250ce6374,key_1530,e50728d7-2746-45d4-99ec-fc6870a30a0f,obsluha zařízení pro tepelné zpracování plastů,"operátorka zařízení pro tepelné zpracování
operátor zařízení pro tepelné zpracování plastů","Obsluha zařízení pro tepelné zpracování plastů manipuluje s plasty s použitím strojního zařízení, jako jsou pece, nebo vypalovací stroje, za účelem temperování, vyztužení nebo tepelného zpracování. Nastavuje strojní zařízení a čte výrobní pokyny za účelem stanovení teploty pece. Obsluha zařízení pro tepelné zpracování plastů odebírá výrobky ze strojů, nechá je vychladnout a zkontroluje a testuje výrobky, aby se zjistilo, zda jsou v souladu se specifikacemi.",8142.0,8142.10
http://data.europa.eu/esco/occupation/4ac3c3a0-eb56-491f-8d21-1e5539a05b54,key_1531,b89bdf88-6c64-4931-910d-7edd6c35cb3d,trenér koní/trenérka koní,"trenér koní
trenérka koní","Trenéři koní trénují koně a/nebo jezdce pro obecné a specifické účely, včetně asistence, bezpečnosti, volného času, soutěží, dopravy, poslušnosti a rutinních situací, zábavy a vzdělávání, v souladu s vnitrostátními právními předpisy.",5164.0,5164.2.1.2
http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce,key_1532,9430d9d1-31f6-45d3-89af-0aecfb846c82,automechanik/automechanička,"automechanik
automechanička","Automechanici provádějí kontrolu, testy a údržbu vozidel a motocyklů, opravují motory a vyměňují pneumatiky. Opravují závady motoru, vyměňují maziva. Automechanici nahrazují díly vozidel a posuzují záruční možnosti. 
 
 ",7231.0,7231.10
http://data.europa.eu/esco/occupation/4ae3ad16-2d33-406c-8497-c66f7d61b914,key_1533,15278618-c748-449c-aa3d-f81704cad8da,prodavač v prodejně použitého zboží/prodavačka v prodejně použitého zboží,"prodavačka v prodejně použitého zboží
prodavačka v second-handu
prodavač v prodejně použitého zboží
prodavač v second-handu","Prodavači v prodejně použitého zboží prodávají použité zboží, například knihy, oblečení, spotřebiče atd. ve specializovaných prodejnách.",5223.0,5223.7.30
http://data.europa.eu/esco/occupation/4ae470fc-bcf8-4704-abd5-e086ebb1552c,key_1534,2ae93858-076d-4b7f-a40a-e2530c48d0a6,manažer členstva/manažerka členstva,"manažer členstva
manažerka členstva","Manažeři členstva dohlížejí na členské plány a koordinují je, podporují stávající členy a spolupracují s případnými novými členy. Analyzují zprávy o vývoji trhu a v souladu s tím vypracovávají marketingové plány. Manažeři členstva sledují a zajišťují účinnost procesů, systémů a strategií.",2431.0,2431.12
http://data.europa.eu/esco/occupation/4b05bef2-ded4-4b09-ab94-f4c6a555a775,key_1535,e7af6f16-4da7-4885-bf3e-c3a91e0d904e,sociální pracovník/sociální pracovnice,"sociální pracovnice
kulturní mediátorka
kulturní mediátor
sociální pracovník","Sociální pracovníci jsou praktičtí odborníci, kteří podporují sociální změny a rozvoj, sociální soudržnost a posilování postavení a volnosti lidí. Komunikují s jednotlivci, rodinami, skupinami, organizacemi a komunitami s cílem poskytovat různé formy terapie a poradenství, práci ve skupinách a komunitě. Sociální pracovníci pomáhají lidem využívat služeb k nárokování dávek, přístupu ke komunitním zdrojům, nalezení pracovních míst a odborné přípravy, získání právního poradenství nebo k jednání s ostatními odděleními místní samosprávy.",2635.0,2635.3
http://data.europa.eu/esco/occupation/4b1b1c9c-579c-45c8-8a34-db39f544c031,key_1536,263bee88-5db2-427f-9ada-65c434ed0508,prodavač nábytku/prodavačka nábytku,"prodavač nábytku
prodavačka v prodejně svítidel
prodavačka v prodejně doplňků do domácnosti
prodavač v prodejně svítidel
prodavač v prodejně doplňků do domácnosti
prodavačka nábytku
prodavač v prodejně nábytku
prodavačka v prodejně nábytku",Prodavači nábytku prodávají nábytek a další předměty do domácnosti ve specializovaných prodejnách.,5223.0,5223.7.20
http://data.europa.eu/esco/occupation/4b214899-ed00-4156-b269-a23df0fb1093,key_1537,f4aa8528-edd9-4123-9f1e-35eb48875bfe,manažer ochrany životního prostředí/manažerka ochrany životního prostředí,"manažerka ochrany životního prostředí
manažer ochrany životního prostředí","Manažeři ochrany životního prostředí poskytují poradenství týkající se rozvoje politik v oblasti životního prostředí vládním institucím a orgánům veřejné správy. Analyzují možné hrozby pro dobré životní podmínky lidí a životní prostředí v regionu a řídí kampaně zaměřené na řešení problémů, jako je sběr odpadu, skládky a ochrana zelených ploch.",1349.0,1349.13
http://data.europa.eu/esco/occupation/4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f,key_1538,2931e545-982a-4f33-a0f6-5512903066b1,manažer obchodních analýz v oblasti ICT/manažerka obchodních analýz v oblasti ICT,"manažerka obchodních analýz v oblasti ICT
hlavní obchodní IT analytička
ředitelka oddělení IT analýz
vrchní analytička IT obchodních systémů
manažer obchodních analýz v oblasti ICT
vrchní analytik IT obchodních systémů
hlavní obchodní IT analytik
ředitel oddělení IT analýz","Manažeři obchodních analýz v oblasti ICT identifikují oblasti, v nichž jsou zapotřebí změny informačních systémů, aby mohli podpořit podnikatelské plány a sledovat dopad, pokud jde o řízení změn. Přispívají k obecným funkčním požadavkům podniků v oblasti ICT. Manažeři obchodních analýz v oblasti ICT analyzují obchodní potřeby a převádějí je do řešení ICT.",2511.0,2511.8
http://data.europa.eu/esco/occupation/4b536ea7-ebac-4f75-8356-94eb639f1ecc,key_1539,18230bb9-4c88-4b59-ad70-bede2862c338,vedoucí tiskového studia,,"Vedoucí tiskového studia organizují činnost jednoho nebo více týmů operátorů strojů při tisku, vázání knih a konečné úpravě tištěných materiálů. Jejich cílem je optimalizovat výrobní procesy.",3122.0,3122.4.15
http://data.europa.eu/esco/occupation/4b6a55a8-8ec9-4ae2-9f62-ebcea1fa93d0,key_1540,6edbd654-2210-4e7f-bf95-c03aada35bc5,obsluha papírenských strojů,strojník papírenských strojů,"Obsluha papírenských strojů obsluhuje stroje, do kterých je dodávána kaše z buničiny, kterou rozprostřou na síť a nechají z ní odtéct vodu. Takto zpracovaná kaše z buničiny se pak vylisuje a vysuší za účelem výroby papíru.",8171.0,8171.5
http://data.europa.eu/esco/occupation/4b6b09e6-e1f6-46d8-b16a-d3522c367983,key_1541,424e81ec-31c2-4497-a087-ec2d7f10b13c,obsluha válcových brusek,obsluha kovových brusek,"Obsluha válcových brusek nastavuje a obsluhuje válcové brusky určené k použití abrazivních procesů s cílem odstranit malé množství přebytečného materiálu a vyhladit kovové obrobky pomocí několika brusných kotoučů s diamantovými zuby jakožto řezacího zařízení pro velmi přesné a lehké řezy, když je obrobek veden kolem nich a formován do válce.",8122.0,8122.4
http://data.europa.eu/esco/occupation/4b709f9e-6112-4d58-81b0-2d6e6a69d61b,key_1542,91cdb6e3-ed3b-450b-8457-7c7d20e91882,technolog/technoložka potravinářské výroby,"potravinářská technoložka
potravinářský technolog
technolog potravinářské výroby
technoložka potravinářské výroby","Technologové potravinářské výroby vyvíjejí procesy výroby potravin a souvisejících výrobků na bázi chemických, fyzikálních a biologických zásad a technologií. V procesech výroby potravin navrhují a plánují uspořádání nebo vybavení, dohlížejí na zaměstnance, podílejí se na kontrole a zlepšují potravinářské technologie.",2145.0,2145.1.4
http://data.europa.eu/esco/occupation/4b72d306-9781-434d-8522-1fcaf892cdce,key_1543,4aa30952-fc2e-4efd-8cce-bf6685f3e89f,operátor NVOCC/operátorka NVOCC,"provozovatelka NVOCC
operátor NVOCC
operátorka NVOCC
provozovatel NVOCC","Operátoři NVOCC jsou konsolidátory v oblasti námořních obchodů, kteří nakupují prostory od dopravce a přeprodávají je menším dopravcům. Vydávají konosamenty, zveřejňují sazby a jednají jako všeobecné zaoceánští dopravci.",3324.0,3324.3
http://data.europa.eu/esco/occupation/4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,key_1544,b3e29894-ba77-4fc9-b910-9a3e480821d1,oceánograf/oceánografka,"oceánograf
oceánografka","Oceánografové zkoumají a provádějí výzkum týkající se záležitostí souvisejících s mořem a oceány. Oceánografové se dělí podle své odbornosti na několik skupin: oceánografové se zaměřením na fyzickou oceánografii, jejichž výzkum se zaměřuje na vlny, příliv a odliv, oceánografové se zaměřením na chemickou oceánografii, kteří zkoumají chemické složení mořských vod, a oceánografové se zaměřením na mořskou geologii, jejichž výzkum se soustředí na dno moří a jeho desky.
   ",2114.0,2114.1.8
http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295,key_1545,9b28598d-b885-4cf4-86e6-99237a87dafa,laboratorní technik pro kožedělné výrobky/laboratorní technička pro kožedělné výrobky,"laboratorní technik pro kožedělné výrobky
laboratorní technička pro kožedělné výrobky","Laboratorních technici pro kožedělné výrobky provádějí chemické analýzy a fyzické zkoušky kožených výrobků a podávají o nich zprávy. Rovněž provádějí chemické analýzy pomocných látek, emisí a vypouštění znečišťujících látek do životního prostředí a podávají o nich zprávy. Zajišťují, aby byly zkoušky prováděny podle příslušných vnitrostátních, mezinárodních nebo zákaznických standardů.",3111.0,3111.6
http://data.europa.eu/esco/occupation/4bc4170d-f4df-44e4-a3be-394242ae3017,key_1546,3553c534-42a2-4e49-9a9a-7150a31b6766,obchodník s cennými papíry/obchodnice s cennými papíry,"obchodnice s cennými papíry
obchodník s cennými papíry","Obchodníci s cennými papíry nakupují a prodávají cenné papíry, jako jsou akcie, dluhopisy a podíly, na vlastní účet nebo na účet zaměstnavatele na základě svých odborných znalostí finančních trhů. Sledují stav obchodovaných cenných papírů, posuzují jejich stabilitu nebo spekulativní tendence. Zaznamenávají a evidují všechny transakce s cennými papíry a starají se o jejich finanční dokumentaci.
	",3311.0,3311.3.4
