conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ac88283-80aa-4a1f-93f8-213cd2a469cb,navrhnout energetické systémy na moři,released,skill/competence,sector-specific,navrhovat oceánské energetické systémy,"Vytvořit specifikace návrhu energetických systémů na moři včetně jejich součástí a zajistit, aby návrh byl přizpůsoben k zajištění bezpečné a účinné výroby energie.
	",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"navrhovat průmyslové materiály, systémy nebo produkty"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7afd29d7-9c9f-4151-83f2-562b8c94a3af,aplikovat logistické postupy,released,skill/competence,sector-specific,aplikovat koncepty řízení dopravy,"Aplikovat dopravní logistické postupy s cílem zlepšit dopravní procesy, omezit plýtvání, zvýšit účinnost a zlepšit přípravu harmonogramu.",http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a | http://data.europa.eu/esco/skill/6a59e69f-4f2c-4277-bbb3-c7bb792569d5,řídit se pokyny a postupy | řídit dopravní strategii společnosti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7b3717e4-e963-44e0-b94f-1088a7242da0,pečovat o rostliny,released,skill/competence,sector-specific,,"Určit potřebu pečujících aktivit a provádět péči kultivací, udržováním, zaléváním a stříkáním rostlin a stromů ručně nebo za použití vhodného vybavení, přičemž se zohlední druh rostlin a dodržování bezpečnostních požadavků.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,obdělávat půdu a pěstovat plodiny
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2c81fe-b5f5-4691-a58d-7fd0a8b6c0e1,zabránit tepelným ztrátám ve vypalovací peci,released,skill/competence,occupation-specific,,Zabránit plýtvání teplem utěsněním dveří vypalovací pece cihlami a hlínou.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,"obsluhovat vypalovací pece, hutní pece a sušicí zařízení"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7cefbd03-d544-4184-a9b4-caa1eea2a646,vliv cestovního ruchu na životní prostředí,released,knowledge,sector-specific,vlivy cestovního ruchu na životní prostředí | environmentální vliv cestovního ruchu | dopad turistiky na životní prostředí,Zkoumání dopadu cestování a turistických aktivit na životní prostředí v turistických destinacích.,http://data.europa.eu/esco/isced-f/1015,"cestování, turismus a volný čas"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2,typy konvertorů pro výrobu elektrické energie z mořských vln,released,knowledge,sector-specific,,"Různé typy zařízení pro využití energie mořských vln, jako jsou bodové absorpční bóje, povrchové tlumiče, oscilační měniče vlnových rázů, přepadová zařízení nebo ponorné měniče tlakového rozdílu.
	",http://data.europa.eu/esco/isced-f/0713,elektrotechnika a energetika
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,zapojit ostatní do chování šetrného k životnímu prostředí,released,skill/competence,transversal,,"Informovat o chování, které je šetrné k životnímu prostředí, a podporovat jej na sociálních sítích a v práci.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,uplatňování dovedností a schopností souvisejících s životním prostředím
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7feca0cc-f0b3-470d-ba03-48c0f7cff286,vzdělávat v oblasti udržitelného cestovního ruchu,released,skill/competence,sector-specific,,"Vyvíjet vzdělávací programy a zdroje pro jednotlivce nebo skupiny s průvodcem a poskytovat jim informace o udržitelném cestovním ruchu a dopadu lidské interakce na životní prostředí, místní kulturu a přírodní dědictví. Vzdělávat cestovatele o pozitivním dopadu a zvyšovat povědomí o otázkách životního prostředí.
   ",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,působit jako kouč nebo mentor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,poskytovat informace o větrných turbínách,released,skill/competence,sector-specific,,"Poskytnout organizacím a jednotlivcům hledajícím alternativní metody energie informace, pokud jde o náklady, přínosy a negativní aspekty instalace a využití větrných turbín, jak rezidenčních, tak společných, a o to, co je třeba vzít v úvahu při zvažování zavádění technologie větrných turbín.",http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,poskytovat informace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb,agrolesnictví,released,knowledge,sector-specific,,"Uplatňování systémů a technologií pro obhospodařování půdy, které propojují stromy a trvalé dřevité porosty s tradičním obhospodařováním zemědělské půdy, s cílem zachovat zemědělskou produkci a zároveň zajistit ochranu přírodního prostředí.
	",http://data.europa.eu/esco/isced-f/0821,lesnictví
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81af8698-9873-4b3d-b6d2-8eb275bf170b,environmentální hrozby,released,knowledge,sector-specific,,"Hrozby pro životní prostředí, které souvisejí s biologickým, chemickým, jaderným, radiologickým a fyzickým nebezpečím.",http://data.europa.eu/esco/isced-f/0521,vědy o životním prostředí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82423b5c-486f-42e7-b00e-7358757a8de5,zkoušet vzorky na přítomnost znečišťujících látek,released,skill/competence,sector-specific,,"Měřit koncentrace znečišťujících látek ve vzorcích. Vypočítat znečištění ovzduší nebo průtok plynu v průmyslových procesech. Identifikovat potenciální bezpečnostní nebo zdravotní rizika, jako je např. záření.",http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/5aec5b83-df71-483e-90b9-21e56a0a3cb2 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,provádět zkoušky vzorků | měřit znečištění | testovat a analyzovat látky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8248a071-5307-4a64-a62d-643a35ec31e2,druhy fotovoltaických panelů,released,knowledge,cross-sector,,"Různé typy fotovoltaických článků a panelů s různými účinnostmi v různých typech počasí, náklady, odolností a životností a montážními možnostmi.",http://data.europa.eu/esco/isced-f/0713,elektrotechnika a energetika
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/824fc4ec-4217-46c5-8a5c-f752bb0d2d73,biologie škůdců,released,knowledge,occupation-specific,,Biologické vlastnosti škodlivého hmyzu a hlodavců a jejich vliv na výběr metody ochrany proti škůdcům.,http://data.europa.eu/esco/isced-f/0511,biologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c,systémy umělého osvětlení,released,knowledge,sector-specific,,"Zářivkové osvětlení HF, LED osvětlení, přirozené denní světlo a naprogramované řídicí systémy umožňující efektivní využití energie.
	",http://data.europa.eu/esco/isced-f/0713,elektrotechnika a energetika
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,štíhlá výroba,released,knowledge,cross-sector,,"Štíhlá výroba je metodika, která se zaměřuje na minimalizaci plýtvání ve výrobních systémech při současné maximalizaci produktivity.
	",http://data.europa.eu/esco/isced-f/0413,management a správa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,poskytovat školení v oblasti udržitelného rozvoje a řízení cestovního ruchu,released,skill/competence,sector-specific,,"Zajistit školení a budování kapacit pro zaměstnance, kteří pracují v odvětví cestovního ruchu, aby byli informováni o osvědčených postupech v oblasti rozvoje turistických destinací a vytváření balíčků při současném zajištění minimálního dopadu na životní prostředí a místní komunity a přísného zachování chráněných oblastí a druhů volně žijících živočichů a rostlin.
   ",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,poskytovat školení týkající se provozních postupů | provádět školení o environmentálních otázkách
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83331548-2159-4b87-9177-c3cb29978540,provádět kontrolu stromů,released,skill/competence,cross-sector,,Provádět kontroly a mapování stromů.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitorovat environmentální podmínky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,energetická účinnost,released,knowledge,sector-specific,,"Oblast znalostí o snižování spotřeby energie. Zahrnuje výpočet spotřeby energie, vydávání osvědčení a podpůrná opatření, úsporu energie snížením poptávky, podporou účinného využívání fosilních paliv a podporou využívání energie z obnovitelných zdrojů.",http://data.europa.eu/esco/isced-f/0713,elektrotechnika a energetika
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8550a96d-3970-46e1-83e1-371c59473ec4,poskytovat agroturistické služby,released,skill/competence,sector-specific,,"Poskytovat služby pro agroturistiku v zemědělském podniku. To může zahrnovat poskytování služeb B & B, drobné stravovací služby, podporu činností v oblasti agroturistiky a trávení volného času, jako je jezdectví, lokální výlety s průvodcem, poskytování informací o produkci a historii zemědělského podniku, prodej místních zemědělských produktů malého rozsahu.",http://data.europa.eu/esco/skill/e06f2d35-a160-46c2-89f1-9cae9c93c8b8,prodávat výrobky nebo služby
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8570573a-937b-406a-b4b2-1def0387d0d1,provádět údržbu koncentrovaných solárních systémů,released,skill/competence,sector-specific,,"Provádět běžnou údržbu, jakož i opravy systémů, které používají optické materiály, jako jsou čočky a zrcadla, a systémů sledování s cílem soustředit sluneční záření do paprsku, který napájí elektrárnu díky jeho koncentraci tepla.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"provádět údržbu elektrických, elektronických a přesných zařízení"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85947873-e99a-4b08-a4e3-743942710fea,řídit projekty v oblasti rybolovu,released,skill/competence,sector-specific,,"Konzultovat se smluvními partnery z vládního i soukromého sektoru o projektech v oblasti rybolovu, jako je například úsilí o obnovu. Jít nad rámec navrhovaných plánů a poskytnout odborné znalosti. Připravit žádosti o granty pro program rybolovu. Poskytovat technickou pomoc pro projekty v oblasti občanského rybolovu. Prozkoumat dopad změn životního prostředí na vody. Vyřešit stížnosti od veřejnosti. Připravit předpisy k identifikaci problémů v oblasti rybolovu a doporučit řešení.",http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68 | http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,zajišťovat řízení projektů | řídit a koordinovat projekty a zajišťovat nad nimi dohled
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90,provádět obnovu životního prostředí,released,skill/competence,sector-specific,,"Provádět činnosti, které zajistí odstranění zdrojů znečištění a kontaminace životního prostředí, v souladu s předpisy o životním prostředí.",http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,usilovat o snížení znečištění | zajistit soulad s legislativou v oblasti životního prostředí | dodržovat právní předpisy a normy v oblasti ochrany životního prostředí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8604cb5f-9e1f-427c-ba23-3c4a6853fe95,navrhovat sběrné systémy pro větrné elektrárny,released,skill/competence,sector-specific,,"Navrhovat systémy, které propojují jednotlivé větrné turbíny v rámci větrné farmy a sbírají energii a přenášejí ji na rozvodnu, což umožní přenos vyrobené elektrické energie, a zajistit, že systém spojí turbíny mezi sebou a rozvodnou bezpečným a účinným způsobem.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"navrhovat průmyslové materiály, systémy nebo produkty"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8614b988-b907-473e-a701-47b525959dc8,poskytovat poradenství v oblasti energetické účinnosti systémů vytápění,released,skill/competence,cross-sector,,"Poskytovat klientům informace a rady o tom, jak zachovat energeticky účinný systém vytápění ve svém domě nebo kanceláři, a o možných alternativách.",http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,poskytovat poradenství ohledně výrobků a služeb | radit v otázkách zvyšování efektivity | radit ostatním
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/862920c8-f2d0-4058-8fb8-9f06fbfc2446,rozvíjet recyklační programy,released,skill/competence,sector-specific,,Rozvíjet a koordinovat recyklační programy; shromažďovat a zpracovávat recyklovatelné materiály za účelem snížení odpadu.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,vypracovávat provozní politiky a postupy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,dodržovat ve stavebnictví postupy v oblasti bezpečnosti a ochrany zdraví,released,skill/competence,cross-sector,,"Uplatňovat příslušné postupy v oblasti bezpečnosti a ochrany zdraví ve stavebnictví s cílem předcházet nehodám, znečištění a dalším rizikům.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,dodržovat postupy v oblasti bezpečnosti a ochrany zdraví
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,zelené dluhopisy,released,knowledge,sector-specific,,"Finanční nástroje obchodované na finančních trzích, jejichž cílem je zvýšení kapitálu projektů s konkrétním přínosem pro životní prostředí.
	",http://data.europa.eu/esco/isced-f/0412,"peněžnictví, bankovnictví a pojišťovnictví"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87af00b5-30fa-41c8-bfa5-357f22c8d589,vyměňovat poškozené součástky,released,skill/competence,cross-sector,,Odstranit poškozené díly a nahradit je funkčními součástkami.,http://data.europa.eu/esco/skill/e487f6f8-854d-4210-9658-4196f07cc209 | http://data.europa.eu/esco/skill/a4cf0e8a-54f6-4fd5-8650-1c82ea86cfd2 | http://data.europa.eu/esco/skill/ade18380-76dc-4263-8c95-f61c0a887fc4,opravovat elektronické součástky | pracovat se stroji a specializovaným zařízením | vyměnit vadná zařízení
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/885808f7-f42b-406e-95f2-28efcd45ddda,realizovat u zařízení management hospodaření s energií,released,skill/competence,cross-sector,,"Podílet se na vypracovávání účinných strategií pro hospodaření s energií a zajistit, aby tyto strategie byly pro budovy udržitelné. Přezkoumávat budovy a zařízení s cílem zjistit, kde lze dosáhnout zlepšení v oblasti energetické účinnosti.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,usilovat o snížení negativního dopadu spotřeby | navrhovat stavby nebo zařízení
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88de7361-2054-4402-8e1a-a6feb61d8ba9,provádět environmentální studie letiště,released,skill/competence,sector-specific,,"Připravovat a provádět environmentální studie, modelování kvality ovzduší a studie územního plánování.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,provádět akademický výzkum nebo průzkum trhu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89a94a26-29d4-4cd7-9e9d-faebc300c1b1,provádět regulaci eroze,released,skill/competence,sector-specific,,Řídit procesy a projekty v oblasti regulace eroze. Plánovat opatření k regulaci eroze s cílem regulovat erozi půdy nebo zabránit jejímu vzniku a zamezit znečištění vody nebo ztrátě půdy.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,dodržovat právní předpisy a normy v oblasti ochrany životního prostředí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6,identifikovat nové možnosti recyklace,released,skill/competence,cross-sector,,"Zabývat se nápady a využívat příležitosti s cílem zlepšit sběr, zpracování a recyklaci odpadních materiálů.",http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,prokazovat podnikatelského ducha | oběhové hospodářství | vyhledávat příležitosti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8a5d67b6-4abf-4fae-bedf-78c8882d7d47,typy motorů vozidel,released,knowledge,cross-sector,,"Typy automobilových motorů na silničních a závodních automobilech, včetně vozidel s nově vznikajícími technologiemi, jako jsou hybridy a elektromotory, a způsob jejich fungování.",http://data.europa.eu/esco/isced-f/0716,"motorová vozidla, lodě a letadla"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,podporovat povědomí o problematice / ochraně životního prostředí,released,skill/competence,cross-sector,,"Podporovat udržitelnost a zvyšovat povědomí o dopadech lidské a průmyslové činnosti na životní prostředí na základě uhlíkové stopy obchodních procesů a jiných postupů.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,poskytovat poradenství ohledně otázek životního prostředí | usilovat o snížení negativního dopadu spotřeby
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,provádět úpravu vody,released,skill/competence,sector-specific,,"Provádět úkony, jako je filtrace, sterilizace a dechlorace vody, za účelem čištění vody pro spotřebu a produkci potravin za použití různých postupů a technologií, jako je mikrofiltrace, reverzní osmóza, ozonizace, uhlíková filtrace nebo použití ultrafialového světla.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"obsluhovat systémy nebo zařízení na zpracování ropy, chemických látek nebo vody"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,geologie,released,knowledge,cross-sector,,"Tuhé zeminy, typy hornin, struktury a procesy, pomocí nichž se mění.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,věda o Zemi | vědy o zemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,aeroponie,released,knowledge,sector-specific,,"Způsob pěstování rostlin bez pěstebního média, například substrátu. Kořeny rostlin visí přímo ve vzduchu nebo mlze a jsou zavlažovány živnými roztoky.
   ",http://data.europa.eu/esco/isced-f/0812,zahradnictví
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,předpisy týkající se vypouštění surovin do moře,released,knowledge,occupation-specific,,"Porozumění environmentálním předpisům týkajícím se vypouštění surovin do moře; zajištění použití chemické desinfekce a dechlorace k vytvoření čisté a bezpečné odpadní vody, která může být vypouštěna do moře.",http://data.europa.eu/esco/isced-f/0712,technologie ochrany životního prostředí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,monitorovat stav terénu,released,skill/competence,occupation-specific,,"Monitorovat stav terénu během zvláštních událostí s cílem zajistit ochranu systému, hlásit stav terénu a ztrátu vody nebo rostlin v důsledku špatného fungování systému.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitorovat environmentální podmínky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,používat precizní zemědělství,released,skill/competence,sector-specific,,"Používat moderní technologie a zařízení s vysoce precizními polohovými systémy, geomapováním a/nebo automatizovanými systémy řízení zemědělských činností.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,obsluhovat zemědělská nebo lesnická zařízení
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8dcdd2f0-1784-488f-9821-82a09c4f2cee,vyšetřovat stížnosti na nesprávné nakládání s odpady,released,skill/competence,cross-sector,,Reagovat na obvinění a stížnosti na nevhodné nakládání s průmyslovým odpadem a jeho odstranění a vyšetřovat je.,http://data.europa.eu/esco/skill/81f29457-6d0d-4f46-9e0a-7295c7c6f090,odpovídat na stížnosti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,provádět ochranu lesů,released,skill/competence,sector-specific,,"Usilovat o zachování a obnovu lesních struktur, biologické rozmanitosti a ekologických funkcí.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,dodržovat právní předpisy a normy v oblasti ochrany životního prostředí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,komunikovat o vlivu těžby na životní prostředí,released,skill/competence,sector-specific,,"Připravovat proslovy, přednášky a konzultace se zúčastněnými stranami a veřejná slyšení o otázkách životního prostředí v souvislosti s těžbou.",http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,posuzovat vliv na životní prostředí | poskytovat poradenství ohledně otázek životního prostředí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,provádět údržbu bioplynové stanice,released,skill/competence,occupation-specific,,"Provádět běžnou údržbu a opravy zařízení, která zpracovávají energetické plodiny a odpady z hospodářství, tzv. anaerobní reaktory. Zajistit správné fungování zařízení při přeměně biomasy na bioplyn, který se používá pro výrobu tepla a elektřiny.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalovat dřevěné a kovové konstrukční prvky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,spravovat plány na využití organických vedlejších produktů,released,skill/competence,occupation-specific,,"Provádět plány na využití organických vedlejších produktů. Zajistit, aby plány na využití organických vedlejších produktů byly v souladu s příslušnými právními předpisy, kodexy postupů a předpisy pro pěstování plodin. Zajistit, aby byly zavedeny systémy na ochranu lidí a zvířat před nebezpečím spojeným s prací s organickými vedlejšími produkty, jako jsou plyny uvolňované z kejdy. Sledovat využívání organických vedlejších produktů a v případě zjištění problémů přijmout vhodná opatření.",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,zavádět nové postupy a procesy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,sbírat rozbitá zařízení,released,skill/competence,occupation-specific,,"Sbírat nebo přijímat výrobky, které již nejsou funkční a nemohou být opraveny, od domácností, organizací nebo sběrných zařízení, aby bylo možné je třídit za účelem likvidace nebo recyklace.",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,třídit materiály nebo výrobky
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/907039e2-5b33-4ea5-96ca-b6082711b491,uvědomovat si riziko nebezpečných materiálů,released,skill/competence,sector-specific,uvědomovat si riziko nebezpečných látek | uvědomovat si riziko nebezpečného zboží,"Být si vědom hrozeb, které představuje potenciálně nebezpečné zboží, jako jsou znečišťující, toxické, žíravé nebo výbušné materiály.",http://data.europa.eu/esco/skill/5b0d14b1-0bf6-4f6b-b922-4becc213f0aa | http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,přepravovat nebezpečné zboží | dodržovat postupy v oblasti bezpečnosti a ochrany zdraví
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,architektura hybridních vozidel,released,knowledge,sector-specific,,"Názvosloví, klasifikace a architektura hybridních vozidel, včetně úvah o účinnosti. Výhody a nevýhody sériových, paralelních a sériově-paralelních řešení hybridních pohonů.
	",http://data.europa.eu/esco/isced-f/0714,elektronika a automatizace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/91a6da8d-24dc-4453-9821-de305864677c,půdoznalství,released,knowledge,cross-sector,,"Obor vědy, který zkoumá půdu jako přírodní zdroj, její vlastnosti, tvorbu a klasifikaci. Zkoumá také fyzický, biologický a chemický potenciál půdy.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,věda o Zemi | vědy o zemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9263f0d8-7266-4782-b0ee-38f62656e97e,podporovat udržitelný design interiérů,released,skill/competence,cross-sector,,"Vytvořit interiér, který je šetrný k životnímu prostředí, a podporovat používání nákladově efektivních a obnovitelných materiálů.",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,propagovat udržitelnost | navrhovat stavby nebo zařízení | usilovat o snížení negativního dopadu spotřeby
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9349f502-9c11-476c-957d-2e016790a2ee,koordinovat postupy nakládání s odpady,released,skill/competence,sector-specific,,"Koordinovat provoz zařízení nebo organizace, které se zabývají postupy nakládání s odpady, jako je sběr odpadu, jeho třídění, recyklace a likvidace, s cílem zajistit optimální účinnost těchto postupů, zdokonalit metody pro snižování množství odpadu a zajistit soulad s právními předpisy.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,vést ostatní | nakládat s odpady | řídit provozní činnosti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9433da85-70fa-4a25-8f96-71fa59dd1989,biologie,released,knowledge,cross-sector,,"Tkáně, buňky a funkce rostlinných a živočišných organismů a jejich vzájemné závislosti a interakce mezi sebou a s životním prostředím.",http://data.europa.eu/esco/isced-f/0511,biologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9438b0dc-062a-4893-b176-959706e4ae1e,používat ekologicky šetrné materiály,released,skill/competence,cross-sector,,"Pracovat s ekologicky šetrnými materiály, jako jsou nátěry na bázi vody nebo lepidla bez formaldehydu.",http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6 | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,hodnotit dopad osobního chování na životní prostředí | dodržovat právní předpisy a normy v oblasti ochrany životního prostředí | usilovat o snížení negativního dopadu spotřeby
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba,věda o Zemi,released,knowledge,cross-sector,,"Věda zabývající se zkoumáním planety Země, včetně geologie, meteorologie, oceánografie a astronomie. Zahrnuje rovněž složení Země, struktury Země a procesy.",http://data.europa.eu/esco/isced-f/0532,vědy o zemi
